! index Allan_deviation   Rms_ratio   goodness 
1994 1.1789174730253 1.2207637781055 1.4391797484449 
2002 1.0024060901112 1.0358544783054 1.0383468375223 
2010 1.0896665890053 1.128890176509 1.2301139079981 
2018 1.1044528013444 1.1395484496383 1.2585774774706 
2026 1.1193727858381 1.1596243415102 1.2980519296819 
2034 0.96053101725168 0.99139017095155 0.95226100939742 
2042 1.0272454914937 1.0655826433255 1.0946149661701 
2050 1.076103026708 1.1123613038315 1.1970153658459 
2058 1.1081869681175 1.140854081296 1.2642796254159 
2066 1.0918641939901 1.1317038557439 1.2356669182873 
2122 1.1114872962075 1.1501199312057 1.2783436926501 
2130 1.0614769550671 1.0953801164823 1.1627207506846 
2138 1.0302675598116 1.0646280176076 1.0968517098077 
2146 1.1131779277759 1.1508740275764 1.2811275651487 
2154 1.098530926101 1.1386983138285 1.2508953132396 
2162 1.1665721803394 1.2023811533148 1.4026644036215 
2170 1.0318372080481 1.0690417578025 1.1030770626577 
2178 1.1537981003456 1.1943758463803 1.3780685826523 
2186 1.0724105280623 1.11263873202 1.1932054901481 
2194 1.0558239806439 1.0879950851203 1.1487313016927 
2250 1.0468340495564 1.0828137435487 1.1335262960744 
2258 1.1493888640542 1.1902941768827 1.3681108718576 
2266 1.0230289067071 1.0569507137769 1.0812911331585 
2274 1.0876431329208 1.1245803009592 1.2231420417563 
2282 1.0210283532444 1.054566869281 1.0767426739281 
2290 1.0995454628062 1.1410782057934 1.2546673638871 
2298 1.0397995285048 1.0775573518466 1.1204436263869 
2306 1.1397574340505 1.1833348646135 1.3487147089144 
2314 1.1119615780493 1.1488589207325 1.2774869784537 
2322 0.97475127717342 1.0115387916732 0.98599872909388 
2378 1.1211678622099 1.16121124513 1.3019127292764 
2386 1.1120813818149 1.1467136419708 1.2752388915089 
2394 0.96789658655935 1.0005405943917 0.96841982602584 
2402 1.1334424148866 1.1711596878942 1.3274420648646 
2410 1.1435543812478 1.1828557019023 1.3526598202943 
2418 1.0188695170546 1.0562632164759 1.0761943932533 
2546 0.99949461376139 1.0401780928326 1.0396524011388 
2554 1.1110460305092 1.1498641093886 1.2775519543611 
2562 1.1568790400585 1.1956550236711 1.3832282360258 
2570 1.0673783844867 1.1155376056331 1.1907007273347 
2578 1.1408636648723 1.1830526090745 1.3497017353254 
2586 1.0267195282067 1.0638042667399 1.0922286148515 
2594 1.0553719310927 1.0937552701542 1.1543186116054 
2602 1.1254607146029 1.1609784949105 1.3066356865206 
2610 1.0236974834923 1.0552108906533 1.0802167333155 
2618 1.0771904316307 1.1129495495163 1.1988586056267 
2674 1.1974507803618 1.2410984669614 1.4861543277688 
2682 1.1005041734558 1.134069679442 1.2480484152157 
2690 1.0581424887734 1.0958677865658 1.1595842670434 
2698 1.0653511520796 1.1068526923086 1.1791867909334 
2706 1.1037957200016 1.1449380902967 1.2637777637362 
2714 0.967414017809 1.0020165767546 0.96936488242937 
2722 1.0120626017025 1.0461197747837 1.05873870096 
2730 1.0362830437897 1.0739322145538 1.1128977441216 
2738 1.0377609777545 1.0720934212831 1.112576717115 
2746 1.180383185368 1.2229744327034 1.4435784564981 
2802 1.0588466242641 1.0944260640718 1.158829343449 
2810 1.0212515541293 1.0567270112876 1.0791841025679 
2818 1.0803235809995 1.1164939906634 1.2061747861579 
2826 0.96616118363857 1.0008587797201 0.96699090326939 
2834 1.0488095375279 1.081073232541 1.1338399170551 
2842 1.1467117117812 1.1875692620899 1.3617995813898 
2850 1.0750072146153 1.1113320666717 1.1946899895054 
2858 1.0864694501526 1.1232731151315 1.2204019237681 
2866 1.1116261559927 1.1501660711977 1.2785546884787 
2874 1.0084652369149 1.0435663797519 1.0524004163929 
2930 1.087784533397 1.1334699686764 1.2329711009962 
2938 1.0199378863367 1.0503585953276 1.0713005256141 
2946 1.1173554660003 1.1594271965586 1.2954923155041 
2954 1.1270097008361 1.1711590490479 1.3199076094989 
2962 1.0775873671021 1.1134088244659 1.1997952836644 
2970 1.0937420131942 1.1310453018961 1.2370717655097 
2978 1.0562007501042 1.0933158642511 1.1547610359228 
2986 1.1521111349212 1.1893029266916 1.3702091446358 
2994 1.0535625551884 1.0940645262434 1.1526654178099 
3002 0.97742687834925 1.0145992863309 0.99169661321379 
3058 1.0088992595101 1.0471197163611 1.0564383064552 
3066 1.0390715413242 1.0781811370829 1.1203073359354 
3074 1.003127481055 1.0389424499021 1.0421917227314 
3082 1.0310193230089 1.0603313884063 1.0932221502397 
3090 1.1152140238892 1.1517414021688 1.2844381635924 
3098 1.0469239248287 1.0812459622054 1.1319822664573 
3106 1.1561675534717 1.200239777336 1.3876782869419 
3114 1.1034227874481 1.1371991673441 1.2548114751145 
3122 0.97807584435874 1.0146569176778 0.99241142149214 
3130 1.090870150342 1.1287123174315 1.2312785754094 
3186 1.1306617702947 1.1725482924351 1.3257555280807 
3194 1.1239537513588 1.1638821978217 1.3081497623814 
3202 1.1644121986334 1.2088552405324 1.4076057884578 
3210 1.1150921687217 1.1545478975579 1.2874273189808 
3218 1.0503698623894 1.0845314154463 1.1391591135993 
3226 1.0648401551052 1.1012628376501 1.1726688908549 
3234 1.1046390499059 1.1411153424818 1.2605205677522 
3242 1.0319761616175 1.0700559572791 1.1042722395088 
3250 1.0613198868081 1.1002927129372 1.1677625375502 
3258 1.029240068809 1.0637295487293 1.0948330739283 
